 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
 1444402943352 ;SP ;JACAREI ;JARDIM TERRAS DE SAO JOAO ;RUA LUIZ GONZAGA NOGUEIRA DE MACEDO, N. 37 E 38, QD H ;558.000,00;558.000,00;0.00;Casa, 0.00 de área total, 259.22 de área privativa, 623.08 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402943352
 8787706289840 ;SP ;JACAREI ;QUATRO RIBEIROS ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 404, BL 31 ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706289840
 8787708954034 ;SP ;JACAREI ;QUATRO RIBEIROS ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 304, BL 30 VG 426 ;175.000,00;175.000,00;0.00;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708954034
 8555522610750 ;SP ;JACAREI ;PEDREGULHO ;ESTRADA DO LIMOEIRO, N. 495, Apto 107, BL 8 ;192.000,00;192.000,00;0.00;Apartamento, 0.00 de área total, 44.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555522610750
 1787702263988 ;SP ;JACAREI ;PAGADOR DE ANDRADE ;ESTRADA MUNICIPAL BIAGINO CHIEFFI, N. 2655, Apto 185, BL A ;310.000,00;310.000,00;0.00;Apartamento, 0.00 de área total, 52.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787702263988
 8787706197171 ;SP ;JACAREI ;VILA NOVA ALIANCA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 202, BL 27 ;191.771,55;191.771,55;0.00;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706197171
 8787710994811 ;SP ;JACAREI ;VILA NOVA ALIANCA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 401, BL 20 ;170.000,00;170.000,00;0.00;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710994811
 8787712498420 ;SP ;JACAREI ;VILA NOVA ALIANCA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 320, Apto 403, BL 22 ;162.115,00;162.115,00;0.00;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712498420
 8787707900364 ;SP ;JACAREI ;BAIRRO DO COLONIA ;RUA NADIM RUSTON, N. 324, Apto 103, BL 13 ;172.000,00;172.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707900364
 1444407754973 ;SP ;JACUPIRANGA ;JARDIM BOTUJURU ;AVENIDA JATOBA, N. 141, LT 728 QD 75 ;129.661,20;206.000,00;37.06;Casa, 0.00 de área total, 69.77 de área privativa, 253.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407754973
 1444408379580 ;SP ;JAGUARIUNA ;ROSEIRA DE CIMA ;RUA  MACIEIRA, N. 255, Apto 304, BL 01 ED AMOREIRA VAGA 19 ;165.064,40;259.000,00;36.27;Apartamento, 0.00 de área total, 60.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408379580
 8555538903018 ;SP ;JAGUARIUNA ;RECANTO CAMANDUCAIA ;RUA PEDRO LANA, N. 51, Apto 11, BL 81. TIPO V4. LT C. VG ;350.000,00;350.000,00;0.00;Apartamento, 0.00 de área total, 52.00 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538903018
 8555531158295 ;SP ;JANDIRA ;JARDIM SAO LUIZ ;RUA MANOEL ALVES GARCIA, N. 201, Apto 11, TORRE 01 ;94.815,14;160.000,00;40.75;Apartamento, 0.00 de área total, 46.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555531158295
 8555505271551 ;SP ;JANDIRA ;VILA ERCILIA ;RUA JADE, N. 5, Apto 26, BL 03 ;159.199,17;260.000,00;38.77;Apartamento, 0.00 de área total, 43.77 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555505271551
 8555527504206 ;SP ;JANDIRA ;JARDIM SAO LUIZ ;RUA MANOEL ALVES GARCIA, N. 201, Apto 02, BLOCO 16 ;177.000,00;177.000,00;0.00;Apartamento, 0.00 de área total, 46.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527504206
 1444401324179 ;SP ;JANDIRA ;MIRANTE DE JANDIRA ;RUA MACUNAIMA, N. SN, LT 29 QD U ;120.000,00;120.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401324179
 8787707080766 ;SP ;JARDINOPOLIS ;CENTRO ;AVENIDA NEWTON REIS, N. 325, Apto 202, BLOCO 02 ;103.704,06;175.000,00;40.75;Apartamento, 0.00 de área total, 45.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707080766
 1600000100203 ;SP ;JARDINOPOLIS ;ILHA GRANDE ;RUA AMERICO SALES, N. 1210, LT 17 18 E 19 QD 02 ;752.030,87;1.180.000,00;36.27;Casa, 0.00 de área total, 439.73 de área privativa, 1458.00 de área do terreno,  5 qto(s), WC, WC Emp, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1600000100203
 8787708322151 ;SP ;JARDINOPOLIS ;CENTRO ;AVENIDA PREFEITO NEWTON REIS, N. 325, Apto 103, BL 07 ;140.159,56;149.000,00;5.94;Apartamento, 0.00 de área total, 49.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708322151
 10139965 ;SP ;JARINU ;ESTANCIA COMANDANTE BARROS ;RUA A (ATUAL ALAMEDA ALVORADA), QD A LT 01 (MARACANA) ;339.083,78;637.184,50;46.79;Gleba, 0.00 de área total, 0.00 de área privativa, 5078.50 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10139965
 8444421329409 ;SP ;JARINU ;VILA PRIMAVERA ;RUA PRIMAVERA, N. 303, 9 ;129.948,90;215.000,00;39.56;Casa, 0.00 de área total, 55.97 de área privativa, 149.37 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421329409
 1444405303567 ;SP ;JARINU ;VILA NOVA TRIESTE ;AVENIDA VERONA, N. 210, LT 2329-A ;191.194,29;300.000,00;36.27;Casa, 0.00 de área total, 71.02 de área privativa, 250.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405303567
 8444411203070 ;SP ;JARINU ;VILA NOVA TRIESTE ;AVENIDA  GIOVANI PAPIN, N. 334, RESIDENCIA 06 ;162.515,15;255.000,00;36.27;Casa, 0.00 de área total, 92.40 de área privativa, 82.38 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411203070
 1444417299489 ;SP ;JARINU ;ESTANCIA COMANDANTE BARROS ;ESTRADA  MUNICIPAL MANOEL GEREZ NAVARRO, N. 2099, CASA 117 ;175.835,02;275.900,00;36.27;Casa, 0.00 de área total, 65.10 de área privativa, 143.15 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417299489
 8444415679584 ;SP ;JAU ;CHACARA FLORA ;RUA JONAS DE ASSIS BUENO, N. SN, LT 19 QD 16 ;74.436,59;128.500,00;42.08;Casa, 0.00 de área total, 0.00 de área privativa, 157.50 de área do terreno,  2 qto(s), WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415679584
 8444415312826 ;SP ;JAU ;CHACARA FLORA ;RUA JONAS DE ASSIS BUENO, N. SN, LT16 QD 15 ;58.856,89;100.769,25;41.60;Terreno, 0.00 de área total, 0.00 de área privativa, 157.50 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415312826
 8444424089794 ;SP ;JAU ;PARQUE FERREIRA DIAS ;RUA CLAUDETE ROBERTO BERNINI, N. 173, . ;106.843,80;180.298,31;40.75;Casa, 0.00 de área total, 55.84 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424089794
 8787714711270 ;SP ;JAU ;RESIDENCIAL CIDADE ALTA ;RUA ANTONIO ELEUTERIO FILHO, N. 80, QD P, LT 08 ;100.741,08;170.000,00;40.75;Casa, 0.00 de área total, 44.68 de área privativa, 186.15 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714711270
 8444415054991 ;SP ;JAU ;CHACARA FLORA ;RUA JONAS DE ASSIS BUENO, N. SN, QD 16 - PARTE DOS LOTES 16 E 17 ;51.333,85;85.000,00;39.61;Terreno, 0.00 de área total, 0.00 de área privativa, 157.50 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415054991
 8444419542303 ;SP ;JAU ;JD NOVA OLARIA ;RUA DONA AUGUSTA DA CONCEICAO, N. 375, LT 21, QD J ;111.816,50;185.000,00;39.56;Casa, 0.00 de área total, 50.35 de área privativa, 200.02 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419542303
 10187229 ;SP ;JAU ;VILA NOVA ;RUA PRUDENTE DE MORAES, N. 378 ;214.306,58;350.000,00;38.77;Casa, 0.00 de área total, 144.00 de área privativa, 212.48 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10187229
 1444410235744 ;SP ;JAU ;VILA NOVA BRASIL ;RUA DOUTOR MARIO PAHIM, N. 364, . ;213.500,29;335.000,00;36.27;Casa, 0.00 de área total, 159.63 de área privativa, 288.75 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410235744
 1444404931394 ;SP ;JAU ;PARQUE RESIDENCIAL PRIMAVERA II ;AVENIDA JACARANDAS, N. 250, LT 94, QD 07 ;955.971,45;1.500.000,00;36.27;Casa, 0.00 de área total, 272.81 de área privativa, 1000.00 de área do terreno,  3 qto(s).;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404931394
 8444426009585 ;SP ;JAU ;CHACARA FERREIRA DIAS ;RUA GIACOMO GRIZZO, N. 159, . ;165.000,00;165.000,00;0.00;Casa, 0.00 de área total, 44.49 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426009585
 8444416263527 ;SP ;JAU ;CHACARA FLORA ;RUA ELIAS LETAIF, N. 70, LT 08 QD 11 ;223.217,55;223.217,55;0.00;Casa, 0.00 de área total, 95.10 de área privativa, 132.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416263527
 1444404674880 ;SP ;JAU ;JARDIM DONA EMILIA ;RUA JOAQUIM RONCHEZEL, N. 291, QD P, LT 13 ;297.000,00;297.000,00;0.00;Casa, 0.00 de área total, 113.55 de área privativa, 225.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404674880
 8444420396242 ;SP ;JAU ;PARQUE FERREIRA DIAS ;RUA CLAUDETE ROBERTO BERNINI, N. 149, ;153.000,00;153.000,00;0.00;Casa, 0.00 de área total, 37.00 de área privativa, 160.00 de área do terreno,  1 qto(s), a.serv, WC, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420396242
 1444416102371 ;SP ;JAU ;JARDIM DONA EMILIA ;RUA LUIZ SANZOVO, N. 11, Apto 904, TORRE 09 ;164.632,77;142.309,79;0.00;Apartamento, 0.00 de área total, 46.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416102371
 8444415475679 ;SP ;JAU ;CHACARA FLORA ;RUA JONAS DE ASSIS BUENO, N. SN, PARTE LTS 15 E 16 QD 16 ;137.143,10;72.700,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 157.50 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415475679
 8787704090663 ;SP ;JOSE BONIFACIO ;CENTRO ;RUA JESUS BATISTA DE CARVALHO, N. 6, CASA 06, BL A ;87.819,45;150.000,00;41.46;Casa, 0.00 de área total, 90.10 de área privativa, 136.08 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704090663
 8555540211241 ;SP ;JOSE BONIFACIO ;RES VITORIA ;RUA LOURDES DE SOUZA SOARES, N. 50, LT 14 QD T ;98.963,30;167.000,00;40.75;Casa, 0.00 de área total, 56.00 de área privativa, 170.00 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540211241
 8444415486409 ;SP ;JOSE BONIFACIO ;ED RES FONTE NOVA ;RUA ALFREDO DOMINGOS RICCI, N. 220, Apto 1, PAV TERREO ;142.000,00;142.000,00;0.00;Apartamento, 0.00 de área total, 56.28 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415486409
 8444420608959 ;SP ;JOSE BONIFACIO ;CJ HAB JARDIM PRIMAV ;RUA JOAO SAURA, N. 1335, LT 4 QD 2 ;215.000,00;215.000,00;0.00;Casa, 0.00 de área total, 153.80 de área privativa, 237.85 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420608959
 8444425099424 ;SP ;JOSE BONIFACIO ;CENTRO ; RUA NELSON SILVA BABOS, N. 290, Apto 0, CASA 02 ;150.879,15;149.701,75;0.00;Casa, 0.00 de área total, 58.36 de área privativa, 108.87 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425099424
 8787712646101 ;SP ;JUNDIAI ;COND RES VENETO ;AVENIDA ANTONIO FREDERICO OZANAN, N. 2111, Apto 303, TORRE 01 ;315.000,00;315.000,00;0.00;Apartamento, 0.00 de área total, 47.19 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712646101
 1787701397085 ;SP ;JUNDIAI ;JARDIM TORRES SAO JOSE ;AVENIDA ANTONIO TAVARNARO, N. 1431, Apto 127, TORRE 3, ED PINOT ;564.000,00;564.000,00;0.00;Apartamento, 0.00 de área total, 72.03 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701397085
 8787710836531 ;SP ;JUNDIAI ;JARDIM LIBERDADE ;AVENIDA ANTONIO FREDERICO OZANAN, N. 2211, Apto 1802, TORRE 02 ;314.000,00;314.000,00;0.00;Apartamento, 0.00 de área total, 46.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710836531
 1555530996701 ;SP ;JUNDIAI ;JARDIM ERMIDA I ;RUA CHIARA LUBICH, N. 371, Apto 151, BL 3E2 ;950.438,74;945.000,00;0.00;Apartamento, 0.00 de área total, 119.27 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555530996701
 8444410907449 ;SP ;JUNDIAI ;PARQUE ALMERINDA PEREIRA CHAVES ;RUA GERALDO GOMES DE PAULA, N. 78, Apto 0, Nº 127, QD I ;317.444,97;230.000,00;0.00;Casa, 0.00 de área total, 34.50 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410907449
 8555510732880 ;SP ;LARANJAL PAULISTA ;PEDRO PINTO ;RUA DEMETRIF SUAIDAN ABUD, N. 8, LT 7 QD C ;114.000,00;114.000,00;0.00;Casa, 0.00 de área total, 65.00 de área privativa, 229.69 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555510732880
 1444420984260 ;SP ;LAVRINHAS ;CENTRO ; AVENIDA DARCY SODERO HORTA, N. 19, Apto 0, CHAC. 19 TERRENO B ;69.881,75;63.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 160.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420984260
 8444415138834 ;SP ;LEME ;PARQUE RESIDENCIAL ITAMARATY ;RUA MARTHA DENZIN, N. 534, LT 11, QD 21 ;155.000,00;155.000,00;0.00;Casa, 0.00 de área total, 68.98 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415138834
 8444425509622 ;SP ;LEME ;JARDIM ELDORADO ;RUA ALCIDES BACARIN, N. 74, Apto 0, LT 08 QD 04 PARTE 01 ;180.000,00;180.000,00;0.00;Casa, 0.00 de área total, 39.40 de área privativa, 125.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425509622
 8555536340733 ;SP ;LEME ;JARDIM EMPYREO ;RUA PROFESSOR ANTONIO ROVERSI, N. 1051, Apto ., QD 38, LT 23 ;167.000,00;167.000,00;0.00;Casa, 0.00 de área total, 49.62 de área privativa, 154.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536340733
 8444420669303 ;SP ;LENCOIS PAULISTA ;JARDIM MARIA LUIZA IV ;RUA DAYSE PACCOLA CAPOANI, N. S/N, LOTE 28, QUADRA 24 ;150.238,92;125.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 240.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420669303
 8444427335532 ;SP ;LIMEIRA ;JARDIM OLGA VERONI ;RUA DORIVAL PRADELA, N. 140, Apto 12, CONJ HAB LIMEIRA ;68.787,97;120.000,00;42.68;Apartamento, 0.00 de área total, 50.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427335532
 8555538926085 ;SP ;LIMEIRA ;RESIDENCIAL COSTA VERDE ;AVENIDA MARCOS MANGINELLI, N. 391, Apto 204, BL 18 ;90.746,77;155.000,00;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538926085
 8787708983719 ;SP ;LIMEIRA ;JARDIM MARAJOARA ;AVENIDA PEDRO PERISSOTTO, N. 2611, Apto 404, BL 03 ;116.651,81;193.000,00;39.56;Apartamento, 0.00 de área total, 42.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708983719
 8444415473927 ;SP ;LIMEIRA ;JARDIM DO LAGO ;AVENIDA DOUTOR LAURO CORREA DA SILVA, N. 4940, Apto 302, BL 05 ;91.570,92;150.000,00;38.96;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415473927
 8787711111611 ;SP ;LIMEIRA ;RESIDENCIAL JARDINS DE LIMEIRA ;RUA AMELIA GARRIDO DE OLIVEIRA LEME, N. 86, Apto 2, BL D ;153.333,49;191.000,00;19.73;Apartamento, 0.00 de área total, 48.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711111611
 8787704079317 ;SP ;LIMEIRA ;PIRES DE CIMA ;RUA RENATO KEHL, N. 401, Apto 22, BL 01 ;179.654,69;180.000,00;0.20;Apartamento, 0.00 de área total, 43.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704079317
 8787704700372 ;SP ;LIMEIRA ;PARQUE HIPPOLYTO ;RUA DOUTOR RENATO KEHL, N. 401, Apto 21, BL A ;188.000,00;188.000,00;0.00;Apartamento, 0.00 de área total, 44.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704700372
