 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
 1444414431670 ;SP ;ARACATUBA ;RES AGUA BRANCA ;R MARIA JOSEFA MARTINEZ MARTINELLI, N. 531, LT 19P QD 19 ;168.000,00;168.000,00;0.00;Casa, 0.00 de área total, 69.19 de área privativa, 125.08 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414431670
 8787705126424 ;SP ;ARACATUBA ;CJ HAB DR ANTONIO ;R ANTONIO DOS SANTOS RIBEIRO, N. 300, Apto 401, BL 05 VG 413 ;129.000,00;129.000,00;0.00;Apartamento, 0.00 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705126424
 8787708258844 ;SP ;ARACATUBA ;1 ; RUA DEZESSETE, N. 188, LOTE 22, QUADRA D2 ;145.000,00;145.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708258844
 8787711682201 ;SP ;ARACATUBA ;RES AIMORE ; RUA DEZOITO, N. 402, LT 19 QD G2 ;140.000,00;140.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711682201
 8787711687947 ;SP ;ARACATUBA ;RES AIMORE ;R DEZOITO (ATUAL R CINIRA RESTA DOS SANTOS), N. 370, LT 15 QD G2 ;135.000,00;135.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711687947
 8787711752951 ;SP ;ARACATUBA ;RES AIMORE ; R DEZESSETE, N. 388, LT 17 QD E2 ;140.000,00;140.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711752951
 8787712742844 ;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;RUA JOSE LUIZ MENDES, N. 100, LT 33, QD C ;150.000,00;150.000,00;0.00;Casa, 0.00 de área total, 49.18 de área privativa, 140.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712742844
 8787713759163 ;SP ;ARACATUBA ;PARQUE APOTEOSE ;EST FAUSE CHADE, N. 455, Apto 303, BL 01 VG 122 ;165.000,00;165.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713759163
 8787712323205 ;SP ;ARACATUBA ;ROSELE ;RUA NOEL ROSA, N. 719, Apto 301, BL 05 ;138.000,00;138.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712323205
 8787711248170 ;SP ;ARACATUBA ;UMUARAMA ;AV UMUARAMA, N. 1370, Apto 103, BL 05 VG 58 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711248170
 8787710120285 ;SP ;ARACATUBA ;SAO JOSE ;AVENIDA AGUA FUNDA, N. 1097, LT 02, QD B ;141.000,00;141.000,00;0.00;Casa, 0.00 de área total, 44.82 de área privativa, 141.34 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710120285
 8787704433765 ;SP ;ARACATUBA ;CHACARAS VERSALHES ;R ERNESTO FOIZER, N. 478, CASA 12 ;130.000,00;130.000,00;0.00;Casa, 0.00 de área total, 49.36 de área privativa, 107.06 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704433765
 8555538819858 ;SP ;ARACATUBA ;CHACARAS PATRIMONIO SANTANA ;RUA AVIACAO, N. 1253, Apto 763, BL 700 ;202.000,00;202.000,00;0.00;Apartamento, 0.00 de área total, 59.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538819858
 8555534316258 ;SP ;ARACATUBA ;AEROPORTO ;VIA AGUINALDO FERNANDO DOS SANTOS, N. 965, VIA DO PASSEIO 9 ;123.505,17;123.000,00;0.00;Casa, 0.00 de área total, 40.47 de área privativa, 175.65 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534316258
 8787708458355 ;SP ;ARACATUBA ;RESID AIMORE ;RUA 18, N. 79, QD D2 ;131.290,07;130.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708458355
 8787711578170 ;SP ;ARACATUBA ;RES AIMORE ;R DEZESSEIS, N. 349, LT 18 QD A2 ;131.408,23;130.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711578170
 8787708396155 ;SP ;ARACATUBA ;RESIDENCIAL AIMORE ;R DEZESSEIS, N. 145, LT 44 QD A2 ;131.420,94;130.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708396155
 8787709507139 ;SP ;ARACATUBA ;RES AIMORE ;R DEZESSETE, N. 173, LT 29 QD B2 ;131.525,64;130.000,00;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709507139
 8787710661472 ;SP ;ARACATUBA ;FAZENDA DO ESTADO ; ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 303, BL 05 ;142.215,88;139.600,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710661472
 8787707861679 ;SP ;ARACATUBA ;VILA MENDONCA ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 104, BL 06 ;139.249,61;135.844,51;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707861679
 8787713221090 ;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;AVENIDA JOAO ARAUJO GRANGEIRO, N. 37, LT 05, QD B ;154.171,44;149.285,49;0.00;Casa, 0.00 de área total, 49.18 de área privativa, 140.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713221090
 8787704115356 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL DOUTOR ANTONIO VIL ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 300, Apto 401, BL 26 ;126.909,86;122.000,00;0.00;Apartamento, 0.00 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704115356
 8444418139637 ;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 2011, Apto 108, 15 ;131.536,70;125.000,00;0.00;Apartamento, 0.00 de área total, 45.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418139637
 8787713165670 ;SP ;ARACATUBA ;UMUARAMA ;AV UMUARAMA, N. 1370, Apto 302, BL 05 VG 83 ;171.328,92;162.000,00;0.00;Apartamento, 0.00 de área total, 43.05 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713165670
 8787712741570 ;SP ;ARACATUBA ;RES PAQUERE ;RUA SEIS, N. 67, QD F, LT 9 ;139.854,23;120.000,00;0.00;Casa, 0.00 de área total, 49.18 de área privativa, 140.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712741570
 8787711762728 ;SP ;ARACATUBA ;RESIDENCIAL AIMORE ; RUA DEZOITO, N. 362, 14 QD G2 ;160.000,00;135.483,11;0.00;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711762728
 8787715932881 ;SP ;ARACATUBA ;ROSELE ;RUA GENERAL JAIR DANTAS RIBEIRO, N. 500, Apto ., CASA11, SETOR B ;178.918,72;150.000,00;0.00;Casa, 0.00 de área total, 46.96 de área privativa, 158.67 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787715932881
 8444421906252 ;SP ;ARACATUBA ;AVIACAO ;RUA AVIACAO, N. 1196, Apto 42, BL 4B ;101.943,99;81.000,00;0.00;Apartamento, 0.00 de área total, 42.72 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421906252
 8787718990262 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL CLAUDIONOR CINTI ;RUA ERNESTO NAZARET, N. 140, Apto 101, BL 02 VG 95 ;200.008,61;130.000,00;0.00;Apartamento, 0.00 de área total, 39.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787718990262
 10191648 ;SP ;ARANDU ;RIVIERA DE SANTA CRISTINA I ;RUA SANTA CLARA (ANTIGA RUA PARTICULAR), N. 65, QD SC, LT 07 ;321.459,86;525.000,00;38.77;Terreno, 0.00 de área total, 0.00 de área privativa, 900.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10191648
 8555537689314 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA  MIGUEL BUCALEM, N. 468, Apto 302, BL 15 ;68.787,97;120.000,00;42.68;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537689314
 8555538468737 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 372, Apto 3, BL D TORRE 04 ;72.988,41;126.000,00;42.08;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538468737
 8787708146590 ;SP ;ARARAQUARA ;CIDADE JARDIM ;AVENIDA DOM CARLOS CARMELO, N. 721, Apto 304, PAV 3, BL 10 ;84.131,03;143.700,00;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708146590
 8555539046160 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 31, BL B, TORRE 02 ;90.044,21;153.800,00;41.46;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539046160
 8787706550009 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA ALESSIO SANTINI, N. 260, Apto 4, BL A, TR 1 ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706550009
 8787706263514 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA ;AVENIDA MARGINAL DO CORREGO DOS MARTINS, N. 445, Apto 301, BL 18 ;83.135,75;142.000,00;41.46;Apartamento, 0.00 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706263514
 8555524411193 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL ELVIO LUPO ;RUA DOUTOR GIUSEPPE AUFIERO SOBRINHO, N. 663, Apto 103, BL 12 ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 44.76 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555524411193
 8787713106771 ;SP ;ARARAQUARA ;ALTOS DO JARAGUA ;AVENIDA GOVERNADOR ORESTES QUERCIA, N. 1301, Apto 102, BL 23 ;82.843,01;141.500,00;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713106771
 8555538831521 ;SP ;ARARAQUARA ;JARDIM SAO BENTO ;AVENIDA ROQUE DO CARMO MARANI, N. 21, LT 23, QD I ;87.819,45;150.000,00;41.46;Casa, 0.00 de área total, 43.92 de área privativa, 212.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538831521
 8444410728897 ;SP ;ARARAQUARA ;PARQUE DAS HORTENCIAS ;AVENIDA PEDRO GRECCO, N. 373, 0 ;97.550,61;162.000,00;39.79;Casa, 0.00 de área total, 135.03 de área privativa, 225.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 3 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410728897
 8444424807212 ;SP ;ARARAQUARA ;JARDIM UNIVERSAL ;RUA MAHIBA BARCHA, N. 90, Apto 104, BL 03 ;114.234,15;189.000,00;39.56;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424807212
 1787701458890 ;SP ;ARARAQUARA ;JARDIM BOTANICO ;AVENIDA  DOM CARLOS CARMELO, N. 371, Apto 204, BL 2 ;156.142,00;245.000,00;36.27;Apartamento, 0.00 de área total, 52.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701458890
 1600000128108 ;SP ;ARARAQUARA ;CENTRO ;AVENIDA DOM PEDRO II, N. 580, Apto 5, . ;1.365.127,23;2.142.000,00;36.27;Apartamento, 0.00 de área total, 362.11 de área privativa, 0.00 de área do terreno,  4 qto(s), WC, 1 sala(s), 1 lavabo(s), DCE, 3 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1600000128108
 8787714832638 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL JARDIM IPANEMA ;AVENIDA IRENE BACCARIN, N. 85, LT 942 QD 29 ;121.415,72;162.000,00;25.06;Casa, 0.00 de área total, 43.33 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714832638
 8555537423810 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;RUA MAHIBA BARCHA, N. 90, Apto 202, BL 05, PAV 2 ;117.115,92;138.000,00;15.14;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537423810
 8444427594082 ;SP ;ARARAQUARA ;PARQUE LARANJEIRAS ;AVENIDA PAULINO RODELLA, N. 1234, Apto 304, BL 05 ;139.757,53;150.000,00;6.83;Apartamento, 0.00 de área total, 45.25 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427594082
 8555530893900 ;SP ;ARARAQUARA ;VILA XAVIER ;AVENIDA SANTA ADELIA, N. 900, Apto 3, BL 06 ;130.000,00;130.000,00;0.00;Apartamento, 0.00 de área total, 49.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555530893900
 8787712024747 ;SP ;ARARAQUARA ;JARDIM BOTANICO ;AVENIDA DOM CARLOS CARMELLO, N. 853, Apto 403, BL 18 ;159.000,00;159.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712024747
 8787708372744 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 3, BL C, TORRE 2 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708372744
 8787710396817 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 14, BL C TORRE 1 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710396817
 8787712635070 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 34, BL C TORRE 4 ;172.000,00;172.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712635070
 8787707965687 ;SP ;ARARAQUARA ;VILA HARMONIA ;RUA CAETANO NIGRO, N. 1212, Apto 205, TORRE 01 ;240.000,00;240.000,00;0.00;Apartamento, 0.00 de área total, 50.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707965687
 8555510017650 ;SP ;ARARAQUARA ;JARDIM UNIVERSAL ;AVENIDA LUIZ ROSSATO, N. 1221, LT 03 QD 25 ;162.000,00;162.000,00;0.00;Casa, 0.00 de área total, 48.02 de área privativa, 324.63 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555510017650
 8787702664018 ;SP ;ARARAQUARA ;VILA VIEIRA (VILA XAVIER) ;AVENIDA AMERICA, N. 917, Apto 304, BL 9 ;134.000,00;134.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702664018
 8787703928612 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHAMILLOT, N. 112, Apto 34, BL A TORRE 1 ;165.000,00;165.000,00;0.00;Apartamento, 0.00 de área total, 46.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703928612
 8444414286074 ;SP ;ARARAQUARA ;PARQUE GRAMADO II ;AVENIDA PROFESSORA BASILIA LADEIRA DO AM, N. 345, ;135.000,00;135.000,00;0.00;Casa, 0.00 de área total, 49.22 de área privativa, 135.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414286074
 8787708880596 ;SP ;ARARAQUARA ;JARDIM MAGNOLIAS ;RUA LUIZ SASKA, N. 320, Apto 1156, 01 ;200.000,00;200.000,00;0.00;Apartamento, 0.00 de área total, 51.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708880596
